"X","dn0_lo10","dn0_med","dn0_up90","rn0_lo10","rn0_med","rn0_up90","gamman_lo10","gamman_med","gamman_up90","bioassay_mortality","resistance","NetType","X.1","X.Key.note"
53,0.371050132,0.438648674,0.498691169,0.497406311,0.552838897,0.61209371,1.84156554,2.080315284,2.336527344,0.48,0.52,"PyPBONets",NA,NA
54,0.36868492,0.436621165,0.497487338,0.49853681,0.554671595,0.614086742,1.82260666,2.0653017,2.327036712,0.47,0.53,"PyPBONets",NA,NA
55,0.365871884,0.434589081,0.495933896,0.499994617,0.556505466,0.616448875,1.802961285,2.049961694,2.318367207,0.46,0.54,"PyPBONets",NA,NA
56,0.36368961,0.432933948,0.493801102,0.501994248,0.557996932,0.618275018,1.778888617,2.034439385,2.309609552,0.45,0.55,"PyPBONets",NA,NA
57,0.360811453,0.431165912,0.492536659,0.503178714,0.559587908,0.620675073,1.7575186,2.018796002,2.29971117,0.44,0.56,"PyPBONets",NA,NA
58,0.358504761,0.429418198,0.49051925,0.505066913,0.561158305,0.622591437,1.739029794,2.002433404,2.289562495,0.43,0.57,"PyPBONets",NA,NA
59,0.356088116,0.427627908,0.488745749,0.506725177,0.562764562,0.624592304,1.716590809,1.984848805,2.279200134,0.42,0.58,"PyPBONets",NA,NA
60,0.353714008,0.425360407,0.486903974,0.508445619,0.56479547,0.626550941,1.698111815,1.969733799,2.269904765,0.41,0.59,"PyPBONets",NA,NA
61,0.350631146,0.423055326,0.485053888,0.5101721,0.566855935,0.629083868,1.677028447,1.953045957,2.260426972,0.4,0.6,"PyPBONets",NA,NA
62,0.347397964,0.42066898,0.483244857,0.511858578,0.568984639,0.631727336,1.657599681,1.935949752,2.249684858,0.39,0.61,"PyPBONets",NA,NA
63,0.344851778,0.417802932,0.481160388,0.51379973,0.57153521,0.633799594,1.636043123,1.919769318,2.239446041,0.38,0.62,"PyPBONets",NA,NA
64,0.341328195,0.415127741,0.478919099,0.515884371,0.573909878,0.636653228,1.615513943,1.902277257,2.229549999,0.37,0.63,"PyPBONets",NA,NA
65,0.337496962,0.41286119,0.477072058,0.517600301,0.575917164,0.639737044,1.593434327,1.884583021,2.220229602,0.36,0.64,"PyPBONets",NA,NA
66,0.333136654,0.410829262,0.475219107,0.51931987,0.577712975,0.64322212,1.570524974,1.86424581,2.21067281,0.35,0.65,"PyPBONets",NA,NA
67,0.329875682,0.408546081,0.473170083,0.521219202,0.579726621,0.64581092,1.547777043,1.84461129,2.199297319,0.34,0.66,"PyPBONets",NA,NA
68,0.325930303,0.405650806,0.471083286,0.523151146,0.582273538,0.648922614,1.524965882,1.826492407,2.186820741,0.33,0.67,"PyPBONets",NA,NA
69,0.322960894,0.403119856,0.468506333,0.525533473,0.584493957,0.65124936,1.502109774,1.808239593,2.177712594,0.32,0.68,"PyPBONets",NA,NA
70,0.317999806,0.400007396,0.466695244,0.527205503,0.587216561,0.655106968,1.476835157,1.78882671,2.163629536,0.31,0.69,"PyPBONets",NA,NA
71,0.314347838,0.396906148,0.464457637,0.529268655,0.589920485,0.657922262,1.455264258,1.770636529,2.150982046,0.3,0.7,"PyPBONets",NA,NA
72,0.310132636,0.392839969,0.462362739,0.531197541,0.593451998,0.661145429,1.434708115,1.750904835,2.140469009,0.29,0.71,"PyPBONets",NA,NA
73,0.306027329,0.389893397,0.459009318,0.534279713,0.596001145,0.664256618,1.411694947,1.729823138,2.126448312,0.28,0.72,"PyPBONets",NA,NA
74,0.301415604,0.386267453,0.456613924,0.536477097,0.599126349,0.667718194,1.390554206,1.707789692,2.114468632,0.27,0.73,"PyPBONets",NA,NA
75,0.297158054,0.381861812,0.453546196,0.539286056,0.602905674,0.670881292,1.368287014,1.685125427,2.101303535,0.26,0.74,"PyPBONets",NA,NA
76,0.291460623,0.376690415,0.450619484,0.541960262,0.60731613,0.675064147,1.348324561,1.666151755,2.086739729,0.25,0.75,"PyPBONets",NA,NA
77,0.286095614,0.372280449,0.447396438,0.544898772,0.611054605,0.678949334,1.330297469,1.644759423,2.071686125,0.24,0.76,"PyPBONets",NA,NA
78,0.282458261,0.368675627,0.444173469,0.547830281,0.614094581,0.681552535,1.310019542,1.618330684,2.055923085,0.23,0.77,"PyPBONets",NA,NA
79,0.276268943,0.364053447,0.44064639,0.55103028,0.617970941,0.685923441,1.285133054,1.594899995,2.039968556,0.22,0.78,"PyPBONets",NA,NA
80,0.2687336,0.359789409,0.437538743,0.553842544,0.621524971,0.691141688,1.262746764,1.571426465,2.023223815,0.21,0.79,"PyPBONets",NA,NA
81,0.265233459,0.356111451,0.433532317,0.557457957,0.624573016,0.693525567,1.233594533,1.544332776,2.006861737,0.2,0.8,"PyPBONets",NA,NA
82,0.259021018,0.350343665,0.429672087,0.560930315,0.629319463,0.697692755,1.212649712,1.524013095,1.989997092,0.19,0.81,"PyPBONets",NA,NA
83,0.253273994,0.344249605,0.426016478,0.564208257,0.63428844,0.701472112,1.190236967,1.499762919,1.97248108,0.18,0.82,"PyPBONets",NA,NA
84,0.246346109,0.337490391,0.420642841,0.569007915,0.63974232,0.705928206,1.16997804,1.475871019,1.953573983,0.17,0.83,"PyPBONets",NA,NA
85,0.239033212,0.332236162,0.416783615,0.572440662,0.643938519,0.710508862,1.150016219,1.454711178,1.939804607,0.16,0.84,"PyPBONets",NA,NA
86,0.231306876,0.325298524,0.41197742,0.576698669,0.649418692,0.715205492,1.129130149,1.430414926,1.918668393,0.15,0.85,"PyPBONets",NA,NA
87,0.223879343,0.318137399,0.408437937,0.579821887,0.655000478,0.719576027,1.107311146,1.407933145,1.902163824,0.14,0.86,"PyPBONets",NA,NA
88,0.216284414,0.311203519,0.40217907,0.585317724,0.66032929,0.723892689,1.08367266,1.382196357,1.878593055,0.13,0.87,"PyPBONets",NA,NA
89,0.209072134,0.303656388,0.397602301,0.589314304,0.66604081,0.727843136,1.056966815,1.358204374,1.855597554,0.12,0.88,"PyPBONets",NA,NA
90,0.200884567,0.293955194,0.392567059,0.593688394,0.673240117,0.73214486,1.034691193,1.328064815,1.832768211,0.11,0.89,"PyPBONets",NA,NA
91,0.193506525,0.284203554,0.387164726,0.598354218,0.680306576,0.735847566,1.012659328,1.29832938,1.807092254,0.1,0.9,"PyPBONets",NA,NA
92,0.183948503,0.273758764,0.381328971,0.603361409,0.687674549,0.740389001,0.992731243,1.269765242,1.779371018,0.09,0.91,"PyPBONets",NA,NA
93,0.174821757,0.262194729,0.372996658,0.610448882,0.695574368,0.744443346,0.976865356,1.243407905,1.7493019,0.08,0.92,"PyPBONets",NA,NA
94,0.165491826,0.250036723,0.364667999,0.617456998,0.7035682,0.748288935,0.949913245,1.215568191,1.719897699,0.07,0.93,"PyPBONets",NA,NA
95,0.155680749,0.237016388,0.352267217,0.627740996,0.711749222,0.75199037,0.924638036,1.187882659,1.683887609,0.06,0.94,"PyPBONets",NA,NA
96,0.145669523,0.22210792,0.340404108,0.637398864,0.72059693,0.755386775,0.902855116,1.160349792,1.653350586,0.05,0.95,"PyPBONets",NA,NA
97,0.135816611,0.206700646,0.326389947,0.648560828,0.729109423,0.758334517,0.887533724,1.135189167,1.606858834,0.04,0.96,"PyPBONets",NA,NA
98,0.124364647,0.187044097,0.30894533,0.66204799,0.738950562,0.761241268,0.862979997,1.10891958,1.568858064,0.03,0.97,"PyPBONets",NA,NA
99,0.111806495,0.165023774,0.285891048,0.679096407,0.748473629,0.763748582,0.838069049,1.077354486,1.525616237,0.02,0.98,"PyPBONets",NA,NA
100,0.099198435,0.138599519,0.25151632,0.702613106,0.757542702,0.76550348,0.813217349,1.048802021,1.453955084,0.01,0.99,"PyPBONets",NA,NA
101,0.079190025,0.083027008,0.086773487,0.76643537,0.76655249,0.766589775,0.779601334,0.975241112,1.271628854,0,1,"PyPBONets",NA,NA
1,0.51039146,0.541979954,0.562509453,0.436644608,0.456350279,0.486384648,2.64,2.64,2.64,1,0,"PyPyroNets",NA,"The halflife estimates here match exactly those for pyrethroid-only nets"
2,0.509971217,0.541651297,0.562312266,0.436834495,0.456664648,0.486781556,2.630909074,2.634454374,2.63761465,0.99,0.01,"PyPyroNets",NA,"We make this assumption as we have no longitudinal data yet avaiable for"
3,0.509757196,0.541324479,0.562112523,0.437026831,0.456977218,0.486983663,2.621785307,2.628875832,2.635209928,0.98,0.02,"PyPyroNets",NA,"pyrrole nets. This is the simplest assumption. We expect to update this in 2023"
4,0.509434312,0.540872054,0.561882085,0.437248709,0.457409861,0.487288538,2.612627595,2.623266882,2.632785484,0.97,0.03,"PyPyroNets",NA,"when data will be available to better characterise this parameter. "
5,0.509110088,0.540552166,0.561644863,0.437477103,0.457715721,0.487594633,2.603431258,2.617626145,2.630340959,0.96,0.04,"PyPyroNets",NA,""
6,0.508782591,0.540188642,0.561385427,0.437726866,0.45806326,0.487903773,2.594166596,2.6119532,2.627875982,0.95,0.05,"PyPyroNets",NA,""
7,0.508448612,0.539772698,0.561134669,0.437968256,0.458460858,0.488218982,2.584834655,2.60624481,2.625390174,0.94,0.06,"PyPyroNets",NA,""
8,0.508130654,0.539348846,0.560938933,0.438156666,0.458865955,0.488519027,2.575458109,2.600482596,2.622883141,0.93,0.07,"PyPyroNets",NA,""
9,0.50774793,0.539014226,0.560772711,0.438316658,0.459185724,0.48888013,2.566092336,2.594704483,2.62035448,0.92,0.08,"PyPyroNets",NA,""
10,0.507396402,0.538654615,0.560585947,0.438496413,0.459529333,0.489211744,2.556585244,2.588921489,2.617803775,0.91,0.09,"PyPyroNets",NA,""
11,0.506914955,0.538272663,0.560388186,0.43868674,0.459894238,0.48966583,2.547099236,2.583110558,2.615230599,0.9,0.1,"PyPyroNets",NA,""
12,0.506498211,0.53788249,0.560204721,0.4388633,0.460266946,0.490058802,2.537651279,2.577271362,2.612634509,0.89,0.11,"PyPyroNets",NA,""
13,0.505967779,0.53745876,0.559973463,0.439085838,0.460671643,0.490558877,2.528174863,2.571403564,2.610018281,0.88,0.12,"PyPyroNets",NA,""
14,0.505371761,0.537082946,0.559766928,0.439284572,0.461030534,0.491120637,2.518411744,2.565506822,2.607396933,0.87,0.13,"PyPyroNets",NA,""
15,0.5047654,0.536623534,0.559546588,0.439496576,0.461469184,0.491691983,2.508553095,2.559571068,2.604755043,0.86,0.14,"PyPyroNets",NA,""
16,0.50435123,0.536037473,0.559297023,0.439736683,0.462028653,0.492082141,2.498676982,2.553594521,2.602092219,0.85,0.15,"PyPyroNets",NA,""
17,0.503944843,0.535525942,0.558941145,0.440079041,0.462516876,0.492464894,2.48906504,2.547630767,2.599408059,0.84,0.16,"PyPyroNets",NA,""
18,0.503443407,0.535092407,0.558656802,0.440352554,0.462930585,0.492937064,2.478931233,2.541623244,2.596702146,0.83,0.17,"PyPyroNets",NA,""
19,0.503012927,0.534722817,0.558307275,0.440688735,0.463283218,0.493342333,2.468712466,2.535576336,2.593974052,0.82,0.18,"PyPyroNets",NA,""
20,0.502527154,0.534291482,0.557877392,0.441102155,0.463694703,0.493799553,2.458497647,2.529496214,2.591223333,0.81,0.19,"PyPyroNets",NA,""
21,0.502080422,0.533883748,0.557635769,0.441334501,0.464083611,0.494219933,2.448732687,2.523388573,2.588449533,0.8,0.2,"PyPyroNets",NA,""
22,0.501625707,0.533321932,0.557294624,0.441662515,0.46461939,0.494647735,2.438964721,2.517157291,2.585652178,0.79,0.21,"PyPyroNets",NA,""
23,0.501173714,0.532888542,0.556956604,0.441987491,0.465032618,0.495072885,2.429179424,2.510914597,2.582830782,0.78,0.22,"PyPyroNets",NA,""
24,0.500417926,0.532355949,0.55676619,0.442170542,0.465540336,0.495783574,2.419377155,2.50470861,2.579984838,0.77,0.23,"PyPyroNets",NA,""
25,0.499778796,0.531874399,0.556567185,0.442361842,0.465999315,0.496384364,2.409494159,2.498324853,2.577113827,0.76,0.24,"PyPyroNets",NA,""
26,0.499269544,0.531348373,0.556234431,0.442681682,0.466500584,0.496862931,2.398970136,2.491825246,2.574217207,0.75,0.25,"PyPyroNets",NA,""
27,0.49877566,0.530908582,0.555798175,0.443100957,0.466919594,0.497326944,2.38799496,2.485270308,2.571294419,0.74,0.26,"PyPyroNets",NA,""
28,0.498236089,0.530322763,0.555399358,0.4434842,0.467477632,0.497833749,2.376900907,2.478738824,2.568327065,0.73,0.27,"PyPyroNets",NA,""
29,0.497675638,0.529806113,0.555124754,0.443748052,0.467969673,0.498360018,2.366767779,2.472330287,2.565312618,0.72,0.28,"PyPyroNets",NA,""
30,0.497138223,0.529242645,0.554854596,0.444007609,0.46850619,0.498864524,2.356184851,2.465896335,2.562266724,0.71,0.29,"PyPyroNets",NA,""
31,0.496222615,0.528749842,0.554535422,0.444314231,0.468975325,0.499723758,2.345291897,2.459427497,2.559188622,0.7,0.3,"PyPyroNets",NA,""
32,0.495632161,0.528271992,0.554114652,0.444718405,0.469430138,0.500277639,2.334302462,2.452923271,2.556077521,0.69,0.31,"PyPyroNets",NA,""
33,0.494329896,0.527638515,0.55375263,0.445066104,0.470032945,0.501498672,2.323168876,2.446198069,2.552932602,0.68,0.32,"PyPyroNets",NA,""
34,0.493551544,0.526927202,0.553349486,0.445453251,0.470709639,0.502228075,2.311944447,2.439118838,2.549753009,0.67,0.33,"PyPyroNets",NA,""
35,0.492281758,0.526102312,0.552905675,0.445879392,0.471494144,0.503417398,2.301168566,2.432455142,2.546537855,0.66,0.34,"PyPyroNets",NA,""
36,0.491584028,0.525217318,0.552607785,0.446165389,0.472335523,0.50407058,2.289799822,2.425904664,2.543286215,0.65,0.35,"PyPyroNets",NA,""
37,0.490982197,0.524754979,0.552184595,0.446571634,0.472774957,0.504633789,2.278500574,2.419325056,2.539997124,0.64,0.36,"PyPyroNets",NA,""
38,0.489707845,0.524507433,0.55174235,0.446996111,0.473010206,0.505825788,2.267905326,2.412307653,2.53666958,0.63,0.37,"PyPyroNets",NA,""
39,0.488948611,0.523960473,0.551273318,0.447446231,0.473529911,0.506535572,2.257998911,2.405518785,2.533291445,0.62,0.38,"PyPyroNets",NA,""
40,0.488226217,0.523251799,0.550792479,0.44790761,0.474203096,0.507210656,2.248469732,2.398497047,2.529868941,0.61,0.39,"PyPyroNets",NA,""
41,0.487450091,0.522145798,0.550266756,0.448411975,0.475253333,0.507935657,2.237357488,2.391377626,2.526403558,0.6,0.4,"PyPyroNets",NA,""
42,0.486657729,0.521362341,0.549746413,0.448911091,0.475996994,0.508675513,2.226471429,2.384370463,2.523016307,0.59,0.41,"PyPyroNets",NA,""
43,0.485846049,0.520555542,0.549201186,0.449433983,0.476762564,0.509433077,2.215693163,2.377086391,2.519755718,0.58,0.42,"PyPyroNets",NA,""
44,0.484997577,0.520044974,0.548891175,0.449731254,0.477246905,0.510224621,2.203966816,2.369482074,2.516153011,0.57,0.43,"PyPyroNets",NA,""
45,0.483991163,0.519125375,0.548321704,0.450277239,0.478119008,0.511163035,2.192487601,2.361823512,2.512482892,0.56,0.44,"PyPyroNets",NA,""
46,0.482617534,0.518477345,0.547689009,0.450883717,0.478733365,0.512443007,2.180157193,2.354380339,2.508760594,0.55,0.45,"PyPyroNets",NA,""
47,0.480828105,0.517538602,0.547033611,0.451511823,0.479623029,0.514108954,2.168595701,2.346871009,2.504966229,0.54,0.46,"PyPyroNets",NA,""
48,0.479290022,0.516699861,0.546286768,0.452227393,0.480417618,0.515539556,2.157545753,2.339293957,2.501105468,0.53,0.47,"PyPyroNets",NA,""
49,0.478461894,0.515825877,0.545486584,0.452993869,0.48124529,0.516309284,2.146572942,2.331778782,2.497192273,0.52,0.48,"PyPyroNets",NA,""
50,0.476960049,0.514822995,0.544812095,0.453639781,0.482194646,0.517704294,2.135577751,2.324561098,2.493306157,0.51,0.49,"PyPyroNets",NA,""
51,0.475385525,0.513938923,0.544159678,0.454264414,0.483031188,0.519165508,2.124560929,2.317302525,2.489513471,0.5,0.5,"PyPyroNets",NA,""
52,0.473937768,0.513014281,0.543385589,0.455005353,0.483905772,0.520507872,2.112974174,2.309823744,2.485749695,0.49,0.51,"PyPyroNets",NA,""
53,0.472244038,0.512008823,0.542557182,0.455798063,0.48485639,0.522076827,2.102160431,2.302133737,2.481941555,0.48,0.52,"PyPyroNets",NA,""
54,0.470565883,0.510900445,0.5416978,0.456620168,0.485903824,0.523629776,2.091246343,2.294337932,2.478087624,0.47,0.53,"PyPyroNets",NA,""
55,0.468770663,0.509595449,0.540885511,0.457396994,0.487136395,0.525289284,2.079018023,2.286613808,2.474186398,0.46,0.54,"PyPyroNets",NA,""
56,0.467174784,0.508358549,0.540409809,0.457851823,0.488303975,0.526762967,2.06683241,2.278916867,2.470236289,0.45,0.55,"PyPyroNets",NA,""
57,0.465060129,0.507137824,0.539943638,0.458297465,0.489455639,0.528713426,2.055922126,2.271092663,2.46623562,0.44,0.56,"PyPyroNets",NA,""
58,0.463113193,0.505916239,0.539462146,0.458757674,0.490607463,0.530506858,2.042914964,2.262831473,2.462182614,0.43,0.57,"PyPyroNets",NA,""
59,0.461329936,0.504655305,0.538471708,0.459704082,0.491795702,0.53214753,2.030080747,2.255222107,2.45807539,0.42,0.58,"PyPyroNets",NA,""
60,0.459900021,0.503503423,0.537791499,0.460353857,0.492880558,0.533461723,2.019061882,2.247090749,2.453911952,0.41,0.59,"PyPyroNets",NA,""
61,0.458094203,0.502569894,0.536837351,0.461265041,0.493759329,0.535119607,2.006257309,2.238779801,2.449690179,0.4,0.6,"PyPyroNets",NA,""
62,0.455878603,0.501144391,0.53559661,0.462449435,0.495100462,0.537150952,1.993192299,2.229934786,2.445407813,0.39,0.61,"PyPyroNets",NA,""
63,0.453633126,0.499672297,0.534604854,0.463395759,0.496484455,0.539206542,1.979716553,2.220887127,2.441062436,0.38,0.62,"PyPyroNets",NA,""
64,0.451231465,0.498341373,0.533574716,0.464378337,0.497734867,0.541401539,1.966119254,2.212647127,2.436618798,0.37,0.63,"PyPyroNets",NA,""
65,0.448820592,0.49679013,0.532652363,0.465257781,0.499191235,0.54360119,1.952473808,2.203818044,2.432058821,0.36,0.64,"PyPyroNets",NA,""
66,0.446226169,0.494712803,0.532118029,0.465767117,0.501139735,0.545964021,1.938568374,2.195136394,2.42699937,0.35,0.65,"PyPyroNets",NA,""
67,0.443783683,0.49327425,0.531201184,0.466640827,0.50248787,0.548184342,1.922531582,2.186697163,2.422321973,0.34,0.66,"PyPyroNets",NA,""
68,0.441557293,0.491804738,0.530107743,0.467682416,0.503863988,0.550204674,1.908994015,2.178528057,2.417782608,0.33,0.67,"PyPyroNets",NA,""
69,0.438876666,0.490287345,0.5290855,0.468655797,0.505283839,0.552632628,1.895899251,2.170170418,2.412706646,0.32,0.68,"PyPyroNets",NA,""
70,0.436586278,0.488530693,0.528012714,0.469676881,0.506926153,0.554703102,1.88188946,2.161435287,2.407359461,0.31,0.69,"PyPyroNets",NA,""
71,0.433036367,0.486772082,0.526905899,0.470729902,0.508568756,0.557904696,1.868008528,2.152048112,2.40188427,0.3,0.7,"PyPyroNets",NA,""
72,0.430583577,0.484882202,0.525593119,0.471978276,0.510332227,0.560111414,1.853453315,2.142015519,2.396015274,0.29,0.71,"PyPyroNets",NA,""
73,0.42726904,0.482566415,0.524466807,0.473048812,0.512490619,0.563086254,1.838762544,2.131818575,2.389979905,0.28,0.72,"PyPyroNets",NA,""
74,0.423479226,0.4801479,0.522947731,0.474491884,0.514741782,0.566477337,1.825288364,2.121579136,2.383889419,0.27,0.73,"PyPyroNets",NA,""
75,0.419108478,0.477808146,0.521333137,0.476024713,0.516916685,0.570374196,1.812749075,2.111148173,2.378244657,0.26,0.74,"PyPyroNets",NA,""
76,0.416386631,0.47546937,0.519763939,0.477513461,0.519087731,0.572793121,1.800170677,2.101132229,2.372202052,0.25,0.75,"PyPyroNets",NA,""
77,0.412526885,0.472952608,0.517950602,0.479232612,0.521420652,0.576212863,1.788229317,2.091554068,2.365690438,0.24,0.76,"PyPyroNets",NA,""
78,0.408374032,0.470201556,0.515789422,0.481279808,0.52396671,0.579878168,1.777413639,2.081889668,2.358970063,0.23,0.77,"PyPyroNets",NA,""
79,0.404089424,0.467120401,0.513230914,0.483700898,0.526813161,0.583644019,1.763948896,2.072033002,2.352033221,0.22,0.78,"PyPyroNets",NA,""
80,0.399035503,0.464332368,0.510589925,0.486197165,0.529384071,0.588064895,1.752833208,2.062228526,2.344862881,0.21,0.79,"PyPyroNets",NA,""
81,0.394925623,0.461617059,0.509597592,0.487134371,0.531883495,0.591642525,1.739023824,2.051843084,2.33873819,0.2,0.8,"PyPyroNets",NA,""
82,0.389642347,0.458333188,0.507489001,0.489124396,0.53490032,0.59621797,1.726660499,2.039200767,2.332401851,0.19,0.81,"PyPyroNets",NA,""
83,0.385392853,0.45451064,0.505189553,0.491292337,0.538403588,0.599878179,1.711889531,2.028227881,2.324512327,0.18,0.82,"PyPyroNets",NA,""
84,0.379972621,0.450488739,0.502792563,0.493549758,0.542079593,0.604520148,1.69932871,2.017799459,2.316300987,0.17,0.83,"PyPyroNets",NA,""
85,0.373903807,0.446181538,0.501151845,0.495093453,0.546004623,0.609680904,1.684772526,2.006839099,2.307843291,0.16,0.84,"PyPyroNets",NA,""
86,0.367913711,0.441427394,0.498697495,0.497400371,0.55032244,0.614735249,1.671954928,1.99423142,2.300669802,0.15,0.85,"PyPyroNets",NA,""
87,0.361651837,0.436500749,0.495989524,0.499942432,0.554780348,0.619975314,1.659103386,1.978980698,2.291116938,0.14,0.86,"PyPyroNets",NA,""
88,0.355029953,0.431325707,0.49385828,0.501940668,0.559444204,0.62546616,1.641616652,1.96516878,2.281355244,0.13,0.87,"PyPyroNets",NA,""
89,0.347863384,0.425479038,0.490948148,0.504665654,0.564689315,0.631347633,1.622911751,1.951556813,2.270823788,0.12,0.88,"PyPyroNets",NA,""
90,0.33991503,0.418725016,0.486818897,0.508525041,0.570715349,0.637793033,1.610960985,1.939925215,2.260464939,0.11,0.89,"PyPyroNets",NA,""
91,0.331970113,0.412134382,0.482633655,0.512427986,0.576559918,0.644149973,1.589161305,1.925741611,2.251465244,0.1,0.9,"PyPyroNets",NA,""
92,0.323288199,0.403098691,0.477632262,0.517080058,0.584512502,0.650993543,1.570623754,1.913762092,2.241353413,0.09,0.91,"PyPyroNets",NA,""
93,0.313750036,0.394473531,0.472673472,0.521679183,0.592035114,0.658381076,1.555965352,1.900907268,2.231016681,0.08,0.92,"PyPyroNets",NA,""
94,0.303786974,0.383377403,0.466399561,0.527478211,0.601607786,0.66594278,1.534496726,1.886054436,2.215720267,0.07,0.93,"PyPyroNets",NA,""
95,0.293992617,0.37210711,0.460717524,0.53271053,0.611201057,0.673212661,1.517727148,1.8686383,2.201785063,0.06,0.94,"PyPyroNets",NA,""
96,0.2812513,0.359536426,0.453817065,0.539038221,0.62173515,0.682410752,1.499739931,1.853236322,2.18447593,0.05,0.95,"PyPyroNets",NA,""
97,0.267348663,0.344913201,0.443120394,0.548786522,0.633749675,0.692088065,1.479401961,1.838041217,2.164733459,0.04,0.96,"PyPyroNets",NA,""
98,0.251073742,0.325422692,0.432269712,0.558594875,0.649321239,0.702899364,1.46109562,1.818644458,2.146455647,0.03,0.97,"PyPyroNets",NA,""
99,0.234508603,0.301958731,0.415099315,0.573935059,0.667312427,0.71327747,1.443181804,1.797202572,2.126790063,0.02,0.98,"PyPyroNets",NA,""
100,0.215390243,0.269677236,0.384691761,0.600480311,0.690494479,0.724390451,1.421883328,1.770329352,2.092057109,0.01,0.99,"PyPyroNets",NA,""
101,0.178284378,0.189975276,0.201150232,0.732008417,0.737559795,0.742938464,1.381246351,1.701051354,1.950789185,0,1,"PyPyroNets",NA,""
